"","rnum","X.1","Strike.ID","Date","Location","Area","Minimum.total.people.killed","Maximum.total.people.killed","Minimum.civilians.reported.killed","Maximum.civilians.reported.killed","Minimum.children.reported.killed","Maximum.children.reported.killed","Minimum.reported.injured","Maximum.reported.injured","Strike.link","X","Index","locs","lat","long","NAME_0","NAME_1","NAME_2"
"195",195,165,"Ob114","03/09/2010","Miram Shah","North Waziristan",6,9,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob114","",165,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"196",196,168,"Ob117","06/09/2010","Khar Qamar","North Waziristan",3,6,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob117","",168,"Khar Qamar, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"197",197,169,"Ob118","08/09/2010","Danda Darpakhel","North Waziristan",5,10,4,4,4,4,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob118","",169,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"198",198,170,"Ob119","08/09/2010","Ambar Shaga","North Waziristan",3,4,0,4,0,0,1,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob119","",170,"Ambar Shaga, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"199",199,171,"Ob120","08/09/2010","Danda Darpakhel","North Waziristan",10,10,0,0,0,0,2,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob120","",171,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"200",200,172,"Ob121","09/09/2010","Miram Shah","North Waziristan",3,6,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob121","",172,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"201",201,173,"Ob122","12/09/2010","Newey Adda","North Waziristan",5,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob122","",173,"Newey Adda, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"202",202,174,"Ob123","14/09/2010","Bushnarai","North Waziristan",11,12,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob123","",174,"Bushnarai, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"203",203,176,"Ob125","15/09/2010","Darga Mandi","North Waziristan",11,15,5,5,0,0,1,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob125","",176,"Darga Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"204",204,178,"Ob127","19/09/2010","Deegan","North Waziristan",3,9,5,5,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob127","",178,"Deegan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"205",205,183,"Ob132","26/09/2010","Lawra Mandi","North Waziristan",4,5,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob132","",183,"Lawra Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"206",206,184,"Ob133","26/09/2010","Miram Shah","North Waziristan",3,5,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob133","",184,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"207",207,185,"Ob134","26/09/2010","Sheerani","North Waziristan",2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob134","",185,"Sheerani, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"208",208,189,"Ob138","02/10/2010","Inzarkas","North Waziristan",7,14,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob138","",189,"Inzarkas, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"209",209,191,"Ob140","06/10/2010","Miram Shah","North Waziristan",5,11,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob140","",191,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"210",210,192,"Ob141","06/10/2010","Hurmuz","North Waziristan",3,5,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob141","",192,"Hurmuz, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"211",211,193,"Ob142","07/10/2010","Khaisoori","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob142","",193,"Khaisoori, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"212",212,195,"Ob144","08/10/2010","Char Khel","North Waziristan",5,8,0,4,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob144","",195,"Char Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"213",213,196,"Ob145","10/10/2010","Shiva","North Waziristan",4,9,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob145","",196,"Shiva, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"214",214,199,"Ob148","15/10/2010","Machi Khel","North Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob148","",199,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"215",215,202,"Ob151","27/10/2010","Deegan","North Waziristan",2,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob151","",202,"Deegan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"216",216,206,"Ob155","03/11/2010","Khaso Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob155","",206,"Khaso Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"217",217,211,"Ob160","13/11/2010","Miram Shah","North Waziristan",4,4,0,4,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob160","",211,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"218",218,213,"Ob162","19/11/2010","Norak","North Waziristan",2,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob162","",213,"Norak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"219",219,214,"Ob163","21/11/2010","Khaddi","North Waziristan",5,9,0,3,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob163","",214,"Khaddi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"220",220,215,"Ob164","22/11/2010","Khesoor","North Waziristan",3,6,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob164","",215,"Khesoor, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"221",221,216,"Ob165","26/11/2010","Pir Kelev","North Waziristan",2,4,1,4,1,1,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob165","",216,"Pir Kelev, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"222",222,219,"Ob168","06/12/2010","Kushali","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob168","",219,"Kushali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"223",223,220,"Ob169","10/12/2010","Khadar Khel","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob169","",220,"Khadar Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"224",224,221,"Ob170","14/12/2010","Spalaga","North Waziristan",3,4,0,4,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob170","",221,"Spalaga, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"225",225,227,"Ob176","27/12/2010","Machi Khel","North Waziristan",4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob176","",227,"Machi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"226",226,232,"Ob181","01/01/2011","Mandi Khel","North Waziristan",8,10,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob181","http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#",232,"Mandi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"227",227,233,"Ob182","01/01/2011","Mandi Khel","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob182","",233,"Mandi Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"228",228,235,"Ob184","01/01/2011","Boya","North Waziristan",4,4,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob184","",235,"Boya, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"229",229,236,"Ob185","07/01/2011","Ghar Laley","North Waziristan",1,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob185","",236,"Ghar Laley, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"230",230,238,"Ob187","18/01/2011","Assar Madd Khel, Datta Khel","North Waziristan",3,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob187","",238,"Assar Madd Khel, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"231",231,239,"Ob188","23/01/2011","Doga Mada Khel","North Waziristan",2,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob188","",239,"Doga Mada Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"232",232,240,"Ob189","23/01/2011","Doga Mada Khel","North Waziristan",2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob189","",240,"Doga Mada Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"233",233,243,"Ob192","21/02/2011","Malik Jashdar","North Waziristan",7,14,0,11,0,0,10,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob192","",243,"Malik Jashdar, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"234",234,247,"Ob196","11/03/2011","Khesoor","North Waziristan",4,12,5,5,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob196","",247,"Khesoor, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"235",235,248,"Ob197","11/03/2011","Ghoroski","North Waziristan",4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob197","",248,"Ghoroski, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"236",236,250,"Ob199","13/03/2011","Ishar Morr area, Qutab Khel, Miranshah","North Waziristan",4,7,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob199","",250,"Ishar Morr area, Qutab Khel, Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"237",237,251,"Ob200","14/03/2011","Malik Jashdar","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob200","",251,"Malik Jashdar, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"238",238,255,"Ob204","22/04/2011","Spinwan","North Waziristan",20,26,5,9,3,5,5,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob204","",255,"Spinwan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"239",239,256,"Ob205","06/05/2011","Dwa Tooe","North Waziristan",7,18,6,6,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob205","",256,"Dwa Tooe, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"240",240,259,"Ob208","13/05/2011","Doga Mada Khel","North Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob208","",259,"Doga Mada Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"241",241,260,"Ob209","16/05/2011","Khushali Village, Mir Ail","North Waziristan",4,10,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob209","",260,"Khushali Village, Mir Ail, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"242",242,261,"Ob210","16/05/2011","Khisoor Village, Mir Ali","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob210","",261,"Khisoor Village, Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"243",243,262,"Ob211","20/05/2011","Tappi","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob211","",262,"Tappi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"244",244,278,"Ob227","11/07/2011","Gurwak","North Waziristan",4,12,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob227","",278,"Gurwak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"245",245,279,"Ob228","12/07/2011","Gurwak","North Waziristan",12,25,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob228","",279,"Gurwak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"246",246,286,"Ob235","10/08/2011","Miram Shah","North Waziristan",8,25,0,0,0,0,3,8,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob235","",286,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"247",247,287,"Ob236","16/08/2011","Miram Shah","North Waziristan",2,7,3,4,1,1,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob236","",287,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"248",248,289,"Ob238","22/08/2011","Mir Koon Khel, Mir Ali","North Waziristan",3,7,0,4,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob238","",289,"Mir Koon Khel, Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"249",249,290,"Ob239","11/09/2011","Hisokhel","North Waziristan",1,5,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob239","",290,"Hisokhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"250",250,294,"Ob243","13/10/2011","Danda Darpakhel","North Waziristan",1,6,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob243","",294,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"251",251,296,"Ob245","14/10/2011","Danda Darpakhel","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob245","",296,"Danda Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"252",252,300,"Ob249","27/10/2011","Hisokhel","North Waziristan",4,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob249","",300,"Hisokhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"253",253,301,"Ob250","30/10/2011","Khar Khama, Datta Khel","North Waziristan",4,6,4,4,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob250","",301,"Khar Khama, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"254",254,302,"Ob251","31/10/2011","Norak","North Waziristan",2,4,2,2,2,2,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob251","",302,"Norak, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"255",255,304,"Ob253","15/11/2011","Miram Shah","North Waziristan",3,7,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob253","",304,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"256",256,307,"Ob256","10/01/2012","Miram Shah","North Waziristan",1,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob256","http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#",307,"Miram Shah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"257",257,309,"Ob258","23/01/2012","Deegan","North Waziristan",2,5,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob258","",309,"Deegan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"258",258,310,"Ob259","23/01/2012","Char Khel, Datta Khel","North Waziristan",0,2,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob259","",310,"Char Khel, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"259",259,314,"Ob263","16/02/2012","Jalar Zakar Khel, Mir Ali","North Waziristan",8,15,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob263","",314,"Jalar Zakar Khel, Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"260",260,319,"Ob268","30/03/2012","Sarai Bazaar, Miranshah","North Waziristan",3,4,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob268","",319,"Sarai Bazaar, Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"261",261,320,"Ob269","29/04/2012","Miranshah Bazaar","North Waziristan",3,6,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob269","",320,"Miranshah Bazaar, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"262",262,321,"Ob270","05/05/2012","Guldar Kot, Dre Nishtar area","North Waziristan",8,10,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob270","",321,"Guldar Kot, Dre Nishtar area, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"263",263,322,"Ob271","23/05/2012","Datta Khel Kalai","North Waziristan",1,5,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob271","",322,"Datta Khel Kalai, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"264",264,323,"Ob272","24/05/2012","Khassokhel near Mir Ali","North Waziristan",5,12,0,8,0,0,3,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob272","",323,"Khassokhel near Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"265",265,325,"Ob274","28/05/2012","Khassokhel near Mir Ali","North Waziristan",4,10,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob274","",325,"Khassokhel near Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"266",266,326,"Ob275","28/05/2012","Degan, Datta Khel","North Waziristan",2,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob275","",326,"Degan, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"267",267,329,"Ob278","04/06/2012","Khushali, Tehsil Mir Ali","North Waziristan",14,18,0,6,0,0,3,6,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob278","",329,"Khushali, Tehsil Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"268",268,330,"Ob279","13/06/2012","Isha, near Miranshah","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob279","",330,"Isha, near Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"269",269,333,"Ob282","01/07/2012","Dre Nishter/Shawal","North Waziristan",6,9,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob282","",333,"Dre Nishter/Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"270",270,334,"Ob283","06/07/2012","Maizer","North Waziristan",13,24,3,18,0,0,2,22,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob283","",334,"Maizer, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"271",271,335,"Ob284","23/07/2012","Dre Nishter/Shawal","North Waziristan",11,14,6,14,0,0,2,11,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob284","",335,"Dre Nishter/Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"272",272,336,"Ob285","29/07/2012","Kushhali Turkhel","North Waziristan",4,7,0,3,0,0,4,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob285","",336,"Kushhali Turkhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"273",273,337,"Ob286","18/08/2012","Mammon Narai, Shuweda","North Waziristan",5,12,1,1,0,0,2,9,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob286","",337,"Mammon Narai, Shuweda, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"274",274,338,"Ob287","19/08/2012","Mana, Shawal","North Waziristan",4,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob287","",338,"Mana, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"275",275,339,"Ob288","19/08/2012","Mana, Shawal","North Waziristan",2,3,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob288","",339,"Mana, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"276",276,340,"Ob289","21/08/2012","Shnakhura, Datta Khel","North Waziristan",4,25,1,3,1,1,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob289","",340,"Shnakhura, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"277",277,341,"Ob290","24/08/2012","Makai/Maki Ghar, Shawal","North Waziristan",13,22,0,0,0,0,4,14,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob290","",341,"Makai/Maki Ghar, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"278",278,342,"Ob291","24/08/2012","Dara, Shawal","North Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob291","",342,"Dara, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"279",279,343,"Ob292","24/08/2012","Dre Nishter, Shawal","North Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob292","",343,"Dre Nishter, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"280",280,344,"Ob293","01/09/2012","Degan","North Waziristan",4,6,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob293","",344,"Degan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"281",281,345,"Ob294","21/09/2012","Mohammed Khel/Datta Khel","North Waziristan",3,4,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob294","",345,"Mohammed Khel/Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"282",282,346,"Ob295","24/09/2012","Mosaki - Inzar Abad, Tehsil Mir Ali","North Waziristan",3,8,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob295","",346,"Mosaki - Inzar Abad, Tehsil Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"283",283,347,"Ob296","01/10/2012","Khadar Khel","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob296","",347,"Khadar Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"284",284,348,"Ob297","10/10/2012","Hurmaz, Teshil Mir Ali","North Waziristan",3,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob297","",348,"Hurmaz, Teshil Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"285",285,350,"Ob299","24/10/2012","Village Ghundi Killi Daur Tappi area of Tehsil Miranshah","North Waziristan",1,1,1,1,0,0,6,9,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob299","",350,"Village Ghundi Killi Daur Tappi area of Tehsil Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"286",286,353,"Ob302","06/12/2012","Noorak Mubarak Shahi area, Tehsil Mir Ali","North Waziristan",2,11,1,1,0,0,1,6,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob302","",353,"Noorak Mubarak Shahi area, Tehsil Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"287",287,354,"Ob303","09/12/2012","Tabbi Tor Khel, Tehisl Ghulam Khan","North Waziristan",2,4,0,3,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob303","",354,"Tabbi Tor Khel, Tehisl Ghulam Khan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
